name,category,lat,long,img,description
Памятный знак,"historic,monuments_and_memorials,interesting_places,monuments",56.328453,44.006142,,
В. П. Чкалову,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.330032,44.009441,,
Катер «Герой»,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.332249,44.00951,,
Этажи,"other,unclassified_objects,interesting_places,tourist_object",56.316914,44.020481,,
Ю. А. Иванову,"historic,monuments_and_memorials,interesting_places,monuments",56.317745,44.011768,,
ХраЛММ,"religion,other_temples,interesting_places",56.319592,44.023415,,
Экраноплан,"historic,monuments_and_memorials,interesting_places,monuments",56.326237,44.025032,,
М.А.Балакирев,"historic,monuments_and_memorials,interesting_places,monuments",56.325489,44.025047,,
Профессор и студент,"historic,burial_places,interesting_places,war_memorials",56.325333,44.028996,,
Храм иконы Божией Матери Всех Скорбящих Радости,"religion,other_temples,interesting_places",56.327908,44.018349,,
Олень,"cultural,urban_environment,interesting_places,installation",56.332066,44.012108,,
Д.В.Сироткин,"historic,monuments_and_memorials,interesting_places,monuments",56.329647,44.012844,,
Остатки крепостного вала,"historic,monuments_and_memorials,interesting_places,monuments",56.327011,44.014088,,
А.С. Попов,"historic,burial_places,interesting_places,war_memorials",56.329483,44.014107,,
Новопокровское кладбище,"cemeteries,historic,burial_places,interesting_places",56.271252,44.05394,,
Вечная слава воинам,"historic,monuments_and_memorials,interesting_places,monuments",56.26733,44.055164,,
Обелиск погибшим воинам,"historic,monuments_and_memorials,interesting_places,monuments",56.252743,44.075726,,
Рокоссовский К.К.,"historic,monuments_and_memorials,interesting_places,monuments",56.283691,44.045132,,
Памятник героям войны,"historic,monuments_and_memorials,interesting_places,monuments",56.267078,44.094181,,
Кварки,"cultural,museums,interesting_places,other_museums",56.288078,44.077393,,
Часовня,"religion,other_temples,interesting_places",56.287868,44.099926,,
Высоковское кладбище,"cemeteries,historic,burial_places,interesting_places",56.308083,44.047733,,
"Памятник воинам, павшим в Великой Отечественной войне","historic,burial_places,interesting_places,war_memorials",56.310738,44.051094,,
Синема-парк,"cultural,cinemas,theatres_and_entertainments,interesting_places",56.306267,44.076504,,
памятник воспитанникам училища,"historic,monuments_and_memorials,interesting_places,monuments",56.32119,44.039936,,
М. И. Родионов,"historic,monuments_and_memorials,interesting_places,monuments",56.320278,44.047325,,
Памятник Шаляпину,"view_points,other,interesting_places",56.325886,44.114609,,
Вечный огонь,"historic,monuments_and_memorials,interesting_places,monuments",56.336861,44.105064,,
Памятник В.А. Котику,"historic,burial_places,interesting_places,war_memorials",56.335499,44.113369,,
Памятник А.П. Гайдару,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.335503,44.114857,,
Прорыв,"cultural,urban_environment,interesting_places,installation",56.341404,43.95612,,
Синема парк,"cultural,cinemas,theatres_and_entertainments,interesting_places",56.339909,43.958981,,
Поклонный крест на Мочальном полуострове,"religion,other_temples,interesting_places",56.340549,44.01421,,
Церковь,"religion,other_temples,interesting_places",56.399845,44.009987,,
Лягушка,"fountains,cultural,urban_environment,interesting_places",56.356934,44.059204,,
И.В.Сталин,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.356148,44.059235,,
МИГ-21СМТ,"historic,monuments_and_memorials,interesting_places,monuments",56.355373,44.064335,,
Атомная бомба,"historic,burial_places,interesting_places,war_memorials",56.355671,44.064976,,
В. И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.349888,44.073128,,
Ванеев А.А.,"historic,monuments_and_memorials,interesting_places,monuments",56.363098,44.046173,,
Церковь С.Радонежского,"religion,other_temples,interesting_places",56.360233,44.045387,,
Сергиевская церковь,"religion,other_temples,interesting_places",56.360386,44.045097,,
Церковь Успения Пресвятой Богородицы,"religion,other_temples,interesting_places",56.360401,44.056805,,
Храм,"religion,other_temples,interesting_places",56.367458,44.059978,,
Мемориал в честь 70-летия Победы в Великой Отечественной войне,"historic,burial_places,interesting_places,war_memorials",56.338932,44.109039,,
В. И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",56.283669,44.190861,,
Пикинское кладбище,"cemeteries,historic,burial_places,interesting_places",56.368313,44.083836,,
Липовское кладбище,"cemeteries,historic,burial_places,interesting_places",56.386459,44.049812,,
Церковь,"religion,other_temples,interesting_places",56.362328,44.092945,,
Мемориал ВОВ 1941-1945,"historic,burial_places,interesting_places,war_memorials",56.284267,44.190956,,
Церковь,"religion,other_temples,interesting_places",56.331478,44.12355,,
Вечный огонь,"historic,burial_places,interesting_places,war_memorials",56.316269,44.207752,,
Мемориал ВОВ,"historic,burial_places,interesting_places,war_memorials",56.316303,44.207855,,
Церковь,"religion,other_temples,interesting_places",56.354519,44.136742,,
Владимировское кладбище,"cemeteries,historic,burial_places,interesting_places",56.349415,44.141506,,
Храм,"religion,other_temples,interesting_places",56.354443,44.136723,,
Пушкин,"historic,monuments_and_memorials,interesting_places,monuments",56.341156,44.125381,,
Пушкин,"historic,monuments_and_memorials,interesting_places,monuments",56.341179,44.125572,,
Церковь Рождества Пресвятой Богородицы,"religion,other_temples,interesting_places",56.51754,43.948296,,
Кладбище,"cemeteries,historic,burial_places,interesting_places",56.435333,44.191769,,
Мемориал ВОВ,"historic,burial_places,interesting_places,war_memorials",56.525028,44.17466,,
Церковь Симеона Столпника,"religion,churches,interesting_places,eastern_orthodox_churches",56.525196,44.174168,,
Церковь Преображения,"religion,other_temples,interesting_places",56.616222,43.647079,,
Большая сосна,"other,unclassified_objects,interesting_places,tourist_object",56.857822,43.760811,,
В.И. Ленин,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",56.758404,44.032799,,
Церковь Казанской иконы Божией Матери.,"religion,other_temples,interesting_places",56.616302,44.083454,,
